netid,cruise_ymd,ctdcruise,cast_count,nline,nstation,stline,ststa,acline,acsta,rptline,rptsta,ctdlat,ctdlon,nlat,nlon,bottomdepth,date,time,nettime
79920,201101,201101,32625,86.7,50,86.7,50,86.7,50.1,86.7,50,33.321667,-119.668333,33.321666,-119.666666,80,2011-01-21,02:46:00,2011-01-21 03:27:00+00
80109,201101,201101,32563,60,80,60,80,60,80,60,80,36.948333,-125.056667,36.946666,-125.055,4301,2011-02-03,04:35:00,2011-02-03 05:39:00+00
79933,201101,201101,32628,86.7,70,86.7,70,86.7,69.9,86.7,70,32.658333,-121.028333,32.656666,-121.03,3790,2011-01-21,18:47:00,2011-01-21 19:40:00+00
79929,201101,201101,32627,86.7,60,86.7,60,86.7,59.9,86.7,60,32.993333,-120.346667,32.99,-120.343333,722,2011-01-21,11:51:00,2011-01-21 12:59:00+00
79928,201101,201101,32627,86.7,60,86.7,60,86.7,59.9,86.7,60,32.993333,-120.346667,32.99,-120.343333,722,2011-01-21,11:51:00,2011-01-21 13:08:00+00
79892,201101,201101,32636,90,28,90,28,90,28,90,28,33.483333,-117.77,33.481666,-117.77,76,2011-01-19,21:29:00,2011-01-19 22:10:00+00
79847,201101,201101,32663,93.3,110,93.3,110,93.3,110,93.3,110,30.181667,-122.923333,30.18,-122.921666,3986,2011-01-16,04:20:00,2011-01-16 05:11:00+00
79875,201101,201101,32640,90,45,90,45,90,45,90,45,32.92,-118.935,32.918333,-118.935,1701,2011-01-19,04:49:00,2011-01-19 06:16:00+00
79971,201101,201101,32612,83.3,51,83.3,51,83.3,51.1,83.3,51,33.878333,-120.138333,33.876666,-120.136666,104,2011-01-24,19:37:00,2011-01-24 20:06:00+00
79842,201101,201101,32661,93.3,90,93.3,90,93.3,90,93.3,90,30.846667,-121.591667,30.845,-121.588333,4104,2011-01-15,16:20:00,2011-01-15 14:34:00+00
79851,201101,201101,32648,90,120,90,120,90,120,90,120,30.418333,-123.998333,30.415,-123.995,4232,2011-01-16,17:14:00,2011-01-16 18:28:00+00
79876,201101,201101,32640,90,45,90,45,90,45,90,45,32.92,-118.935,32.918333,-118.935,1701,2011-01-19,04:49:00,2011-01-19 05:56:00+00
80110,201101,201101,32563,60,80,60,80,60,80,60,80,36.948333,-125.056667,36.946666,-125.055,4301,2011-02-03,04:35:00,2011-02-03 05:19:00+00
79923,201101,201101,32626,86.7,55,86.7,55,86.7,54.9,86.7,55,33.158333,-120.003333,33.158333,-120.003333,1202,2011-01-21,07:07:00,2011-01-21 08:36:00+00
79877,201101,201101,32640,90,45,90,45,90,45,90,45,32.92,-118.935,32.918333,-118.935,1701,2011-01-19,04:49:00,2011-01-19 05:34:00+00
79997,201101,201101,32601,80,55,80,55,80,55,80,55,34.318333,-120.8,34.318333,-120.8,747,2011-01-25,21:02:00,2011-01-25 21:48:00+00
79948,201101,201101,32618,83.3,100,83.3,100,83.3,100,83.3,100,32.24,-123.486667,32.24,-123.485,4202,2011-01-23,09:12:00,2011-01-23 10:16:00+00
79958,201101,201101,32615,83.3,70,83.3,70,83.3,70,83.3,70,33.243333,-121.443333,33.243333,-121.445,3806,2011-01-24,04:18:00,2011-01-24 05:24:00+00
79816,201101,201101,32654,93.3,40,93.3,40,93.3,40,93.3,40,32.511667,-118.213333,32.511666,-118.211666,1659,2011-01-13,21:57:00,2011-01-13 22:45:00+00
79828,201101,201101,32657,93.3,55,93.3,55,93.3,55.1,93.3,55,32.01,-119.24,32.01,-119.236666,1610,2011-01-14,12:02:00,2011-01-14 13:00:00+00
79965,201101,201101,32613,83.3,55,83.3,55,83.3,55.1,83.3,55,33.748333,-120.42,33.746666,-120.411666,1099,2011-01-24,15:14:00,2011-01-24 16:55:00+00
80104,201101,201101,32578,66.7,90,66.7,90,66.7,90,66.7,90,35.453333,-124.903333,35.451666,-124.898333,4399,2011-02-02,11:23:00,2011-02-02 12:18:00+00
80127,201101,201101,32566,63.3,55,63.3,55,63.3,55,63.3,55,37.211667,-122.84,37.211666,-122.838333,306,2011-02-04,05:11:00,2011-02-04 05:50:00+00
79832,201101,201101,32658,93.3,60,93.3,60,93.3,60,93.3,60,31.848333,-119.57,31.845,-119.57,1931,2011-01-14,18:05:00,2011-01-14 16:13:00+00
80064,201101,201101,32590,73.3,90,73.3,90,73.3,89.9,73.3,90,34.308333,-124.055,34.31,-124.056666,3180,2011-01-30,09:07:00,2011-01-30 10:16:00+00
79807,201101,201101,32652,93.3,30,93.3,30,93.3,30,93.3,30,32.846667,-117.533333,32.845,-117.533333,865,2011-01-13,12:41:00,2011-01-13 13:34:00+00
79824,201101,201101,32656,93.3,50,93.3,50,93.3,50,93.3,50,32.176667,-118.893333,32.18,-118.893333,1472,2011-01-14,06:43:00,2011-01-14 07:36:00+00
79963,201101,201101,32614,83.3,60,83.3,60,83.3,60,83.3,60,33.573333,-120.753333,33.576666,-120.753333,1385,2011-01-24,10:32:00,2011-01-24 11:37:00+00
80055,201101,201101,32587,73.3,60,73.3,60,73.3,60.1,73.3,60,35.31,-121.966667,35.31,-121.961666,2503,2011-01-29,15:14:00,2011-01-29 16:01:00+00
79895,201101,201101,32635,90,27.7,90,27.7,90,27.7,90,27.7,33.495,-117.75,33.495,-117.75,29,2011-01-19,23:11:00,2011-01-19 23:26:00+00
79961,201101,201101,32614,83.3,60,83.3,60,83.3,60,83.3,60,33.573333,-120.753333,33.576666,-120.753333,1385,2011-01-24,10:32:00,2011-01-24 12:07:00+00
80118,201101,201101,32561,60,60,60,60,60,60,60,60,37.615,-123.61,37.611666,-123.608333,3994,2011-02-03,17:14:00,2011-02-03 18:03:00+00
80121,201101,201101,32560,60,53,60,53,60,53.1,60,53,37.845,-123.103333,37.845,-123.105,93,2011-02-03,21:51:00,2011-02-03 22:22:00+00
79992,201101,201101,32600,80,51,80,51,80,51,80,51,34.451667,-120.525,34.451666,-120.523333,77,2011-01-25,18:00:00,2011-01-25 18:41:00+00
79913,201101,201101,32623,86.7,40,86.7,40,86.7,40,86.7,40,33.653333,-118.975,33.656666,-118.971666,711,2011-01-20,17:43:00,2011-01-20 18:53:00+00
79823,201101,201101,32656,93.3,50,93.3,50,93.3,50,93.3,50,32.176667,-118.893333,32.18,-118.893333,1472,2011-01-14,06:43:00,2011-01-14 07:44:00+00
79820,201101,201101,32655,93.3,45,93.3,45,93.3,45,93.3,45,32.348333,-118.56,32.346666,-118.558333,1358,2011-01-14,02:16:00,2011-01-14 03:07:00+00
80131,201101,201101,32567,63.3,60,63.3,60,63.3,60,63.3,60,37.045,-123.195,37.045,-123.195,2545,2011-02-04,08:57:00,2011-02-04 09:45:00+00
80122,201101,201101,32560,60,53,60,53,60,53.1,60,53,37.845,-123.103333,37.845,-123.105,93,2011-02-03,21:51:00,2011-02-03 22:16:00+00
80053,201101,201101,32587,73.3,60,73.3,60,73.3,60.1,73.3,60,35.31,-121.966667,35.31,-121.961666,2503,2011-01-29,15:14:00,2011-01-29 16:27:00+00
80029,201101,201101,32594,76.7,60,76.7,60,76.7,60,76.7,60,34.726667,-121.553333,34.721666,-121.548333,915,2011-01-28,13:05:00,2011-01-28 14:14:00+00
80076,201101,201101,32581,70,60,70,60,70,60,70,60,35.883333,-122.37,35.88,-122.363333,3066,2011-01-31,11:16:00,2011-01-31 12:34:00+00
80031,201101,201101,32594,76.7,60,76.7,60,76.7,60,76.7,60,34.726667,-121.553333,34.721666,-121.548333,915,2011-01-28,13:05:00,2011-01-28 13:48:00+00
79936,201101,201101,32629,86.7,80,86.7,80,86.7,80.1,86.7,80,32.32,-121.718333,32.323333,-121.716666,4067,2011-01-22,01:17:00,2011-01-22 02:04:00+00
79912,201101,201101,32623,86.7,40,86.7,40,86.7,40,86.7,40,33.653333,-118.975,33.656666,-118.971666,711,2011-01-20,17:43:00,2011-01-20 19:20:00+00
79819,201101,201101,32655,93.3,45,93.3,45,93.3,45,93.3,45,32.348333,-118.56,32.346666,-118.558333,1358,2011-01-14,02:16:00,2011-01-14 03:13:00+00
79814,201101,201101,32654,93.3,40,93.3,40,93.3,40,93.3,40,32.511667,-118.213333,32.511666,-118.211666,1659,2011-01-13,21:57:00,2011-01-13 23:14:00+00
80000,201101,201101,32602,80,60,80,60,80,60.1,80,60,34.146667,-121.153333,34.148333,-121.151666,2210,2011-01-26,01:20:00,2011-01-26 02:22:00+00
80089,201101,201101,32571,66.7,55,66.7,55,66.7,55,66.7,55,36.62,-122.416667,36.62,-122.413333,1733,2011-02-01,06:09:00,2011-02-01 07:05:00+00
80120,201101,201101,32560,60,53,60,53,60,53.1,60,53,37.845,-123.103333,37.845,-123.105,93,2011-02-03,21:51:00,2011-02-03 22:43:00+00
80100,201101,201101,32576,66.7,80,66.7,80,66.7,80,66.7,80,35.791667,-124.201667,35.786666,-124.196666,3956,2011-02-02,02:48:00,2011-02-02 04:00:00+00
80016,201101,201101,32598,76.7,100,76.7,100,76.7,100,76.7,100,33.386667,-124.323333,33.381666,-124.32,4575,2011-01-27,11:41:00,2011-01-27 12:51:00+00
79902,201101,201101,32621,86.7,33,86.7,33,86.7,33.1,86.7,33,33.89,-118.5,33.89,-118.49,59,2011-01-20,06:39:00,2011-01-20 07:15:00+00
79844,201101,201101,32662,93.3,100,93.3,100,93.3,99.9,93.3,100,30.511667,-122.251667,30.51,-122.251666,4179,2011-01-15,22:08:00,2011-01-15 23:19:00+00
79834,201101,201101,32659,93.3,70,93.3,70,93.3,70,93.3,70,31.518333,-120.25,31.515,-120.248333,3945,2011-01-15,00:49:00,2011-01-15 01:58:00+00
80117,201101,201101,32561,60,60,60,60,60,60,60,60,37.615,-123.61,37.611666,-123.608333,3994,2011-02-03,17:14:00,2011-02-03 18:09:00+00
79818,201101,201101,32655,93.3,45,93.3,45,93.3,45,93.3,45,32.348333,-118.56,32.346666,-118.558333,1358,2011-01-14,02:16:00,2011-01-14 03:33:00+00
79973,201101,201101,32611,83.3,42,83.3,42,83.3,42,83.3,42,34.178333,-119.51,34.178333,-119.508333,124,2011-01-25,01:54:00,2011-01-25 02:56:00+00
80023,201101,201101,32596,76.7,80,76.7,80,76.7,79.9,76.7,80,34.058333,-122.938333,34.055,-122.94,4237,2011-01-27,23:59:00,2011-01-28 00:42:00+00
80092,201101,201101,32572,66.7,60,66.7,60,66.7,60,66.7,60,36.456667,-122.773333,36.453333,-122.766666,2940,2011-02-01,10:34:00,2011-02-01 11:55:00+00
79989,201101,201101,32599,80,50.5,80,50.5,80,50.5,80,50.5,34.46,-120.486667,34.46,-120.486666,25,2011-01-25,17:08:00,2011-01-25 17:24:00+00
80037,201101,201101,32591,76.7,49,76.7,49,76.7,49,76.7,49,35.086667,-120.775,35.086666,-120.773333,73,2011-01-28,23:45:00,2011-01-29 00:34:00+00
79815,201101,201101,32654,93.3,40,93.3,40,93.3,40,93.3,40,32.511667,-118.213333,32.511666,-118.211666,1659,2011-01-13,21:57:00,2011-01-13 22:52:00+00
79838,201101,201101,32660,93.3,80,93.3,80,93.3,80.1,93.3,80,31.176667,-120.926667,31.176666,-120.92,3828,2011-01-15,08:30:00,2011-01-15 09:49:00+00
79839,201101,201101,32660,93.3,80,93.3,80,93.3,80.1,93.3,80,31.176667,-120.926667,31.176666,-120.92,3828,2011-01-15,08:30:00,2011-01-15 09:25:00+00
79974,201101,201101,32611,83.3,42,83.3,42,83.3,42,83.3,42,34.178333,-119.51,34.178333,-119.508333,124,2011-01-25,01:54:00,2011-01-25 02:36:00+00
79975,201101,201101,32611,83.3,42,83.3,42,83.3,42,83.3,42,34.178333,-119.51,34.178333,-119.508333,124,2011-01-25,01:54:00,2011-01-25 02:20:00+00
80001,201101,201101,32602,80,60,80,60,80,60.1,80,60,34.146667,-121.153333,34.148333,-121.151666,2210,2011-01-26,01:20:00,2011-01-26 02:00:00+00
80022,201101,201101,32596,76.7,80,76.7,80,76.7,79.9,76.7,80,34.058333,-122.938333,34.055,-122.94,4237,2011-01-27,23:59:00,2011-01-28 01:03:00+00
80090,201101,201101,32571,66.7,55,66.7,55,66.7,55,66.7,55,36.62,-122.416667,36.62,-122.413333,1733,2011-02-01,06:09:00,2011-02-01 06:57:00+00
79796,201101,201101,32650,93.3,26.7,93.3,26.7,93.3,26.7,93.3,26.7,32.956667,-117.306667,32.956666,-117.305,68,2011-01-13,01:44:00,2011-01-13 02:35:00+00
79978,201101,201101,32610,83.3,40.6,83.3,40.6,83.3,40.6,83.3,40.6,34.223333,-119.413333,34.223333,-119.413333,41,2011-01-25,03:55:00,2011-01-25 04:24:00+00
79836,201101,201101,32659,93.3,70,93.3,70,93.3,70,93.3,70,31.518333,-120.25,31.515,-120.248333,3945,2011-01-15,00:49:00,2011-01-15 01:32:00+00
79905,201101,201101,32620,85.4,35.8,85.4,35.8,85.4,36,85.4,35.8,34.011667,-118.845,34.011666,-118.843333,48,2011-01-20,10:07:00,2011-01-20 10:25:00+00
80069,201101,201101,32583,70,80,70,80,70,80,70,80,35.213333,-123.78,35.213333,-123.78,4077,2011-01-30,21:43:00,2011-01-30 22:47:00+00
80126,201101,201101,32566,63.3,55,63.3,55,63.3,55,63.3,55,37.211667,-122.84,37.211666,-122.838333,306,2011-02-04,05:11:00,2011-02-04 06:10:00+00
79831,201101,201101,32658,93.3,60,93.3,60,93.3,60,93.3,60,31.848333,-119.57,31.845,-119.57,1931,2011-01-14,18:05:00,2011-01-14 16:19:00+00
79888,201101,201101,32637,90,30,90,30,90,30,90,30,33.418333,-117.908333,33.416666,-117.908333,615,2011-01-19,18:16:00,2011-01-19 19:27:00+00
79967,201101,201101,32613,83.3,55,83.3,55,83.3,55.1,83.3,55,33.748333,-120.42,33.746666,-120.411666,1099,2011-01-24,15:14:00,2011-01-24 16:21:00+00
79867,201101,201101,32642,90,60,90,60,90,60.2,90,60,32.411667,-119.971667,32.416666,-119.961666,867,2011-01-18,17:17:00,2011-01-18 18:56:00+00
80065,201101,201101,32590,73.3,90,73.3,90,73.3,89.9,73.3,90,34.308333,-124.055,34.31,-124.056666,3180,2011-01-30,09:07:00,2011-01-30 09:51:00+00
80130,201101,201101,32567,63.3,60,63.3,60,63.3,60,63.3,60,37.045,-123.195,37.045,-123.195,2545,2011-02-04,08:57:00,2011-02-04 10:06:00+00
79835,201101,201101,32659,93.3,70,93.3,70,93.3,70,93.3,70,31.518333,-120.25,31.515,-120.248333,3945,2011-01-15,00:49:00,2011-01-15 01:37:00+00
79858,201101,201101,32645,90,90,90,90,89.9,89.8,90,90,31.433333,-121.986667,31.423333,-121.985,3883,2011-01-17,18:12:00,2011-01-17 16:05:00+00
79804,201101,201101,32651,93.3,28,93.3,28,93.3,28,93.3,28,32.913333,-117.395,32.91,-117.4,644,2011-01-13,09:14:00,2011-01-13 10:13:00+00
79803,201101,201101,32651,93.3,28,93.3,28,93.3,28,93.3,28,32.913333,-117.395,32.91,-117.4,644,2011-01-13,09:14:00,2011-01-13 10:23:00+00
79826,201101,201101,32657,93.3,55,93.3,55,93.3,55.1,93.3,55,32.01,-119.24,32.01,-119.236666,1610,2011-01-14,12:02:00,2011-01-14 13:26:00+00
79939,201101,201101,32630,86.7,90,86.7,90,86.7,89.9,86.7,90,31.991667,-122.39,31.99,-122.388333,4087,2011-01-22,07:41:00,2011-01-22 08:25:00+00
80010,201101,201101,32605,80,90,80,90,80,90.1,80,90,33.146667,-123.223333,33.15,-123.218333,4240,2011-01-26,21:57:00,2011-01-27 00:13:00+00
80081,201101,201101,32580,70,55,70,55,70,55,70,55,36.053333,-122.018333,36.048333,-122.01,1339,2011-01-31,15:53:00,2011-01-31 16:53:00+00
80101,201101,201101,32576,66.7,80,66.7,80,66.7,80,66.7,80,35.791667,-124.201667,35.786666,-124.196666,3956,2011-02-02,02:48:00,2011-02-02 03:40:00+00
80116,201101,201101,32561,60,60,60,60,60,60,60,60,37.615,-123.61,37.611666,-123.608333,3994,2011-02-03,17:14:00,2011-02-03 18:28:00+00
79855,201101,201101,32646,90,100,90,100,90,100,90,100,31.078333,-122.658333,31.078333,-122.656666,4072,2011-01-17,09:07:00,2011-01-17 10:38:00+00
79868,201101,201101,32642,90,60,90,60,90,60.2,90,60,32.411667,-119.971667,32.416666,-119.961666,867,2011-01-18,17:17:00,2011-01-18 18:36:00+00
79901,201101,201101,32621,86.7,33,86.7,33,86.7,33.1,86.7,33,33.89,-118.5,33.89,-118.49,59,2011-01-20,06:39:00,2011-01-20 07:39:00+00
79827,201101,201101,32657,93.3,55,93.3,55,93.3,55.1,93.3,55,32.01,-119.24,32.01,-119.236666,1610,2011-01-14,12:02:00,2011-01-14 13:05:00+00
79856,201101,201101,32646,90,100,90,100,90,100,90,100,31.078333,-122.658333,31.078333,-122.656666,4072,2011-01-17,09:07:00,2011-01-17 10:16:00+00
80070,201101,201101,32583,70,80,70,80,70,80,70,80,35.213333,-123.78,35.213333,-123.78,4077,2011-01-30,21:43:00,2011-01-30 22:27:00+00
79830,201101,201101,32658,93.3,60,93.3,60,93.3,60,93.3,60,31.848333,-119.57,31.845,-119.57,1931,2011-01-14,18:05:00,2011-01-14 16:50:00+00
79845,201101,201101,32662,93.3,100,93.3,100,93.3,99.9,93.3,100,30.511667,-122.251667,30.51,-122.251666,4179,2011-01-15,22:08:00,2011-01-15 22:59:00+00
79887,201101,201101,32637,90,30,90,30,90,30,90,30,33.418333,-117.908333,33.416666,-117.908333,615,2011-01-19,18:16:00,2011-01-19 19:47:00+00
79889,201101,201101,32637,90,30,90,30,90,30,90,30,33.418333,-117.908333,33.416666,-117.908333,615,2011-01-19,18:16:00,2011-01-19 19:19:00+00
79938,201101,201101,32630,86.7,90,86.7,90,86.7,89.9,86.7,90,31.991667,-122.39,31.99,-122.388333,4087,2011-01-22,07:41:00,2011-01-22 08:47:00+00
80017,201101,201101,32598,76.7,100,76.7,100,76.7,100,76.7,100,33.386667,-124.323333,33.381666,-124.32,4575,2011-01-27,11:41:00,2011-01-27 12:31:00+00
79903,201101,201101,32621,86.7,33,86.7,33,86.7,33.1,86.7,33,33.89,-118.5,33.89,-118.49,59,2011-01-20,06:39:00,2011-01-20 07:00:00+00
80132,201101,201101,32567,63.3,60,63.3,60,63.3,60,63.3,60,37.045,-123.195,37.045,-123.195,2545,2011-02-04,08:57:00,2011-02-04 09:38:00+00
80011,201101,201101,32605,80,90,80,90,80,90.1,80,90,33.146667,-123.223333,33.15,-123.218333,4240,2011-01-26,21:57:00,2011-01-26 23:54:00+00
80080,201101,201101,32580,70,55,70,55,70,55,70,55,36.053333,-122.018333,36.048333,-122.01,1339,2011-01-31,15:53:00,2011-01-31 17:13:00+00
80082,201101,201101,32580,70,55,70,55,70,55,70,55,36.053333,-122.018333,36.048333,-122.01,1339,2011-01-31,15:53:00,2011-01-31 16:46:00+00
80103,201101,201101,32578,66.7,90,66.7,90,66.7,90,66.7,90,35.453333,-124.903333,35.451666,-124.898333,4399,2011-02-02,11:23:00,2011-02-02 12:39:00+00
80128,201101,201101,32566,63.3,55,63.3,55,63.3,55,63.3,55,37.211667,-122.84,37.211666,-122.838333,306,2011-02-04,05:11:00,2011-02-04 05:43:00+00
79966,201101,201101,32613,83.3,55,83.3,55,83.3,55.1,83.3,55,33.748333,-120.42,33.746666,-120.411666,1099,2011-01-24,15:14:00,2011-01-24 16:36:00+00
79869,201101,201101,32642,90,60,90,60,90,60.2,90,60,32.411667,-119.971667,32.416666,-119.961666,867,2011-01-18,17:17:00,2011-01-18 18:26:00+00
79802,201101,201101,32651,93.3,28,93.3,28,93.3,28,93.3,28,32.913333,-117.395,32.91,-117.4,644,2011-01-13,09:14:00,2011-01-13 10:50:00+00
79883,201101,201101,32638,90,35,90,35,90,34.9,90,35,33.256667,-118.243333,33.253333,-118.245,261,2011-01-19,14:11:00,2011-01-19 15:32:00+00
80039,201101,201101,32591,76.7,49,76.7,49,76.7,49,76.7,49,35.086667,-120.775,35.086666,-120.773333,73,2011-01-28,23:45:00,2011-01-29 00:13:00+00
79946,201101,201101,32619,83.3,110,83.3,110,83.3,110,83.3,110,31.911667,-124.17,31.91,-124.168333,4204,2011-01-23,02:03:00,2011-01-23 02:45:00+00
79911,201101,201101,32623,86.7,40,86.7,40,86.7,40,86.7,40,33.653333,-118.975,33.656666,-118.971666,711,2011-01-20,17:43:00,2011-01-20 19:22:00+00
79808,201101,201101,32652,93.3,30,93.3,30,93.3,30,93.3,30,32.846667,-117.533333,32.845,-117.533333,865,2011-01-13,12:41:00,2011-01-13 13:27:00+00
80038,201101,201101,32591,76.7,49,76.7,49,76.7,49,76.7,49,35.086667,-120.775,35.086666,-120.773333,73,2011-01-28,23:45:00,2011-01-29 00:14:00+00
80088,201101,201101,32571,66.7,55,66.7,55,66.7,55,66.7,55,36.62,-122.416667,36.62,-122.413333,1733,2011-02-01,06:09:00,2011-02-01 07:25:00+00
80134,201101,201101,32568,63.3,70,63.3,70,63.3,69.9,63.3,70,36.715,-123.911667,36.713333,-123.913333,3882,2011-02-04,14:57:00,2011-02-04 16:13:00+00
80094,201101,201101,32572,66.7,60,66.7,60,66.7,60,66.7,60,36.456667,-122.773333,36.453333,-122.766666,2940,2011-02-01,10:34:00,2011-02-01 11:24:00+00
79991,201101,201101,32600,80,51,80,51,80,51,80,51,34.451667,-120.525,34.451666,-120.523333,77,2011-01-25,18:00:00,2011-01-25 19:02:00+00
79979,201101,201101,32610,83.3,40.6,83.3,40.6,83.3,40.6,83.3,40.6,34.223333,-119.413333,34.223333,-119.413333,41,2011-01-25,03:55:00,2011-01-25 04:12:00+00
79945,201101,201101,32619,83.3,110,83.3,110,83.3,110,83.3,110,31.911667,-124.17,31.91,-124.168333,4204,2011-01-23,02:03:00,2011-01-23 03:05:00+00
80074,201101,201101,32582,70,70,70,70,70,70.1,70,70,35.546667,-123.08,35.546666,-123.076666,3809,2011-01-31,04:27:00,2011-01-31 05:15:00+00
80061,201101,201101,32589,73.3,80,73.3,80,73.3,80.1,73.3,80,34.64,-123.366667,34.643333,-123.365,4159,2011-01-30,03:16:00,2011-01-30 04:20:00+00
80014,201101,201101,32606,80,100,80,100,80,100,80,100,32.816667,-123.91,32.816666,-123.908333,4346,2011-01-27,05:38:00,2011-01-27 06:37:00+00
79917,201101,201101,32624,86.7,45,86.7,45,86.7,45,86.7,45,33.49,-119.315,33.49,-119.315,1645,2011-01-20,22:17:00,2011-01-20 23:01:00+00
79985,201101,201101,32608,81.8,46.9,81.8,46.9,81.7,47,81.8,46.9,34.281667,-120.038333,34.275,-120.025,582,2011-01-25,12:18:00,2011-01-25 13:48:00+00
80123,201101,201101,32565,63.3,52,63.3,52,63.3,52,63.3,52,37.308333,-122.62,37.308333,-122.618333,93,2011-02-04,02:59:00,2011-02-04 03:25:00+00
80057,201101,201101,32588,73.3,70,73.3,70,73.3,70,73.3,70,34.976667,-122.663333,34.978333,-122.661666,4067,2011-01-29,21:22:00,2011-01-29 22:25:00+00
80013,201101,201101,32606,80,100,80,100,80,100,80,100,32.816667,-123.91,32.816666,-123.908333,4346,2011-01-27,05:38:00,2011-01-27 06:58:00+00
79848,201101,201101,32664,93.3,120,93.3,120,93.3,120,93.3,120,29.846667,-123.588333,29.843333,-123.583333,4061,2011-01-16,10:36:00,2011-01-16 11:52:00+00
80025,201101,201101,32595,76.7,70,76.7,70,76.7,70,76.7,70,34.391667,-122.246667,34.39,-122.245,4022,2011-01-28,06:54:00,2011-01-28 08:07:00+00
79909,201101,201101,32622,86.7,35,86.7,35,86.7,35,86.7,35,33.823333,-118.631667,33.821666,-118.628333,687,2011-01-20,12:45:00,2011-01-20 13:50:00+00
79860,201101,201101,32644,90,80,90,80,90,80,90,80,31.751667,-121.318333,31.751666,-121.318333,3770,2011-01-18,01:52:00,2011-01-18 03:19:00+00
80097,201101,201101,32574,66.7,70,66.7,70,66.7,70,66.7,70,36.118333,-123.481667,36.12,-123.481666,3574,2011-02-01,18:41:00,2011-02-01 19:44:00+00
80073,201101,201101,32582,70,70,70,70,70,70.1,70,70,35.546667,-123.08,35.546666,-123.076666,3809,2011-01-31,04:27:00,2011-01-31 05:20:00+00
80062,201101,201101,32589,73.3,80,73.3,80,73.3,80.1,73.3,80,34.64,-123.366667,34.643333,-123.365,4159,2011-01-30,03:16:00,2011-01-30 04:00:00+00
80003,201101,201101,32603,80,70,80,70,80,70,80,70,33.816667,-121.841667,33.816666,-121.841666,3631,2011-01-26,08:08:00,2011-01-26 09:38:00+00
79864,201101,201101,32643,90,70,90,70,90,70.1,90,70,32.076667,-120.638333,32.076666,-120.636666,3828,2011-01-18,09:56:00,2011-01-18 11:13:00+00
80085,201101,201101,32570,66.7,50,66.7,50,66.7,50,66.7,50,36.785,-122.056667,36.785,-122.055,254,2011-02-01,02:15:00,2011-02-01 02:47:00+00
80059,201101,201101,32588,73.3,70,73.3,70,73.3,70,73.3,70,34.976667,-122.663333,34.978333,-122.661666,4067,2011-01-29,21:22:00,2011-01-29 21:59:00+00
80005,201101,201101,32603,80,70,80,70,80,70,80,70,33.816667,-121.841667,33.816666,-121.841666,3631,2011-01-26,08:08:00,2011-01-26 09:08:00+00
79861,201101,201101,32644,90,80,90,80,90,80,90,80,31.751667,-121.318333,31.751666,-121.318333,3770,2011-01-18,01:52:00,2011-01-18 02:59:00+00
79907,201101,201101,32622,86.7,35,86.7,35,86.7,35,86.7,35,33.823333,-118.631667,33.821666,-118.628333,687,2011-01-20,12:45:00,2011-01-20 14:20:00+00
79908,201101,201101,32622,86.7,35,86.7,35,86.7,35,86.7,35,33.823333,-118.631667,33.821666,-118.628333,687,2011-01-20,12:45:00,2011-01-20 13:59:00+00
80136,201101,201101,32568,63.3,70,63.3,70,63.3,69.9,63.3,70,36.715,-123.911667,36.713333,-123.913333,3882,2011-02-04,14:57:00,2011-02-04 15:46:00+00
80135,201101,201101,32568,63.3,70,63.3,70,63.3,69.9,63.3,70,36.715,-123.911667,36.713333,-123.913333,3882,2011-02-04,14:57:00,2011-02-04 15:53:00+00
80077,201101,201101,32581,70,60,70,60,70,60,70,60,35.883333,-122.37,35.88,-122.363333,3066,2011-01-31,11:16:00,2011-01-31 12:10:00+00
